1;good label?;;;;;
D:\dataset\v6\input\ROI_0115_15_03__S2A_MSIL2A_20200428T152641_R025_T17LQL_20200922T104832.tif;1;;;;;
D:\dataset\v6\input\ROI_0115_16_01__S2A_MSIL2A_20200915T152641_R025_T17LQL_20200918T093620.tif;1;;;;;
D:\dataset\v6\input\ROI_0115_16_03__S2A_MSIL2A_20200915T152641_R025_T17LQL_20200918T093620.tif;1;;;;;
D:\dataset\v6\input\ROI_0115_17_01__S2B_MSIL2A_20201109T152639_R025_T17LQL_20201110T143838.tif;0;;;;;
D:\dataset\v6\input\ROI_0115_18_01__S2B_MSIL2A_20210217T152639_R025_T17LQL_20210219T091619.tif;1;;;;;
D:\dataset\v6\input\ROI_0115_19_01__S2B_MSIL2A_20210915T152639_R025_T17LQL_20210916T033519.tif;1;;;;;
D:\dataset\v6\input\ROI_0115_19_02__S2B_MSIL2A_20210915T152639_R025_T17LQL_20210916T033519.tif;0;;;;;
D:\dataset\v6\input\ROI_0116_01_01__S2B_MSIL2A_20180325T152639_R025_T17LQL_20201026T063239.tif;1;;;;;
D:\dataset\v6\input\ROI_0116_01_02__S2B_MSIL2A_20180325T152639_R025_T17LQL_20201026T063239.tif;1;;;;;
D:\dataset\v6\input\ROI_0116_02_02__S2A_MSIL2A_20190305T152631_R025_T17LQL_20201030T161015.tif;1;;;;;
D:\dataset\v6\input\ROI_0116_03_01__S2B_MSIL2A_20190310T152639_R025_T17LQL_20201007T052014.tif;1;;;;;
D:\dataset\v6\input\ROI_0116_03_02__S2B_MSIL2A_20190310T152639_R025_T17LQL_20201007T052014.tif;1;;;;;
D:\dataset\v6\input\ROI_0116_04_01__S2B_MSIL2A_20190320T152639_R025_T17LQL_20201007T084617.tif;0;;;;;
D:\dataset\v6\input\ROI_0116_05_01__S2A_MSIL2A_20190504T152641_R025_T17LQL_20201006T095337.tif;1;;;;;
D:\dataset\v6\input\ROI_0116_05_02__S2A_MSIL2A_20190504T152641_R025_T17LQL_20201006T095337.tif;1;;;;;
D:\dataset\v6\input\ROI_0116_06_01__S2B_MSIL2A_20190509T152649_R025_T17LQL_20201006T120906.tif;1;;;;;
D:\dataset\v6\input\ROI_0116_06_02__S2B_MSIL2A_20190509T152649_R025_T17LQL_20201006T120906.tif;1;;;;;
D:\dataset\v6\input\ROI_0116_07_01__S2A_MSIL2A_20190822T152641_R025_T17LQL_20201005T032715.tif;1;;;;;
D:\dataset\v6\input\ROI_0116_07_02__S2A_MSIL2A_20190822T152641_R025_T17LQL_20201005T032715.tif;1;;;;;
D:\dataset\v6\input\ROI_0116_09_01__S2B_MSIL2A_20191215T152639_R025_T17LQL_20201003T052800.tif;1;;;;;
D:\dataset\v6\input\ROI_0116_09_02__S2B_MSIL2A_20191215T152639_R025_T17LQL_20201003T052800.tif;1;;;;;
D:\dataset\v6\input\ROI_0116_10_01__S2B_MSIL2A_20191225T152639_R025_T17LQL_20201003T093535.tif;1;;;;;
D:\dataset\v6\input\ROI_0116_10_02__S2B_MSIL2A_20191225T152639_R025_T17LQL_20201003T093535.tif;1;;;;;
D:\dataset\v6\input\ROI_0116_11_02__S2A_MSIL2A_20200109T152631_R025_T17LQL_20201029T164946.tif;1;;;;;
D:\dataset\v6\input\ROI_0116_12_01__S2A_MSIL2A_20200319T152641_R025_T17LQL_20201012T163756.tif;1;;;;;
D:\dataset\v6\input\ROI_0116_12_02__S2A_MSIL2A_20200319T152641_R025_T17LQL_20201012T163756.tif;1;;;;;
D:\dataset\v6\input\ROI_0116_13_01__S2B_MSIL2A_20201010T152639_R025_T17LQL_20201028T132632.tif;1;;;;;
D:\dataset\v6\input\ROI_0116_13_02__S2B_MSIL2A_20201010T152639_R025_T17LQL_20201028T132632.tif;1;;;;;
D:\dataset\v6\input\ROI_0116_14_01__S2B_MSIL2A_20210418T152639_R025_T17LQL_20210421T191320.tif;1;;;;;
D:\dataset\v6\input\ROI_0116_14_02__S2B_MSIL2A_20210418T152639_R025_T17LQL_20210421T191320.tif;1;;;;;
D:\dataset\v6\input\ROI_0117_01_01__S2A_MSIL2A_20190213T152641_R025_T17LQL_20201030T011722.tif;1;;;;;
D:\dataset\v6\input\ROI_0117_01_02__S2A_MSIL2A_20190213T152641_R025_T17LQL_20201030T011722.tif;0;;;;;
D:\dataset\v6\input\ROI_0117_01_03__S2A_MSIL2A_20190213T152641_R025_T17LQL_20201030T011722.tif;1;;;;;
D:\dataset\v6\input\ROI_0117_02_01__S2B_MSIL2A_20190228T152639_R025_T17LQL_20201007T214328.tif;1;;;;;
D:\dataset\v6\input\ROI_0117_03_01__S2A_MSIL2A_20190404T152641_R025_T17LQL_20201006T220352.tif;0;;;;;
D:\dataset\v6\input\ROI_0117_03_02__S2A_MSIL2A_20190404T152641_R025_T17LQL_20201006T220352.tif;0;;;;;
D:\dataset\v6\input\ROI_0117_03_03__S2A_MSIL2A_20190404T152641_R025_T17LQL_20201006T220352.tif;1;;;;;
D:\dataset\v6\input\ROI_0117_04_01__S2B_MSIL2A_20190509T152649_R025_T17LQL_20201006T120906.tif;1;;;;;
D:\dataset\v6\input\ROI_0117_05_01__S2B_MSIL2A_20190608T152649_R025_T17LQL_20201005T234826.tif;1;;;;;
D:\dataset\v6\input\ROI_0117_05_03__S2B_MSIL2A_20190608T152649_R025_T17LQL_20201005T234826.tif;1;;;;;
D:\dataset\v6\input\ROI_0117_06_03__S2A_MSIL2A_20190822T152641_R025_T17LQL_20201005T032715.tif;1;;;;;
D:\dataset\v6\input\ROI_0117_07_01__S2B_MSIL2A_20191205T152639_R025_T17LQL_20201003T011252.tif;0;;;;;
D:\dataset\v6\input\ROI_0117_08_01__S2A_MSIL2A_20191230T152631_R025_T17LQL_20201003T111429.tif;1;;;;;
D:\dataset\v6\input\ROI_0117_08_03__S2A_MSIL2A_20191230T152631_R025_T17LQL_20201003T111429.tif;1;;;;;
D:\dataset\v6\input\ROI_0117_09_01__S2B_MSIL2A_20200304T152639_R025_T17LQL_20200928T092348.tif;1;;;;;
D:\dataset\v6\input\ROI_0117_09_02__S2B_MSIL2A_20200304T152639_R025_T17LQL_20200928T092348.tif;0;;;;;
D:\dataset\v6\input\ROI_0117_09_03__S2B_MSIL2A_20200304T152639_R025_T17LQL_20200928T092348.tif;1;;;;;
D:\dataset\v6\input\ROI_0117_09_04__S2B_MSIL2A_20200304T152639_R025_T17LQL_20200928T092348.tif;0;;;;;
D:\dataset\v6\input\ROI_0117_10_01__S2A_MSIL2A_20200518T152641_R025_T17LQL_20200910T023336.tif;1;;;;;
D:\dataset\v6\input\ROI_0117_10_03__S2A_MSIL2A_20200518T152641_R025_T17LQL_20200910T023336.tif;0;;;;;
D:\dataset\v6\input\ROI_0117_11_01__S2B_MSIL2A_20200722T152639_R025_T17LQL_20200817T042349.tif;0;;;;;
D:\dataset\v6\input\ROI_0117_12_01__S2A_MSIL2A_20200925T152641_R025_T17LQL_20200926T221619.tif;1;;;;;
D:\dataset\v6\input\ROI_0117_12_02__S2A_MSIL2A_20200925T152641_R025_T17LQL_20200926T221619.tif;1;;;;;
D:\dataset\v6\input\ROI_0117_12_03__S2A_MSIL2A_20200925T152641_R025_T17LQL_20200926T221619.tif;1;;;;;
D:\dataset\v6\input\ROI_0117_13_01__S2A_MSIL2A_20210314T152641_R025_T17LQL_20210315T023555.tif;1;;;;;
D:\dataset\v6\input\ROI_0117_14_01__S2B_MSIL2A_20220103T152639_R025_T17LQL_20220104T112138.tif;0;;;;;
D:\dataset\v6\input\ROI_0117_15_01__S2A_MSIL2A_20220309T152641_R025_T17LQL_20220513T051332.tif;1;;;;;
D:\dataset\v6\input\ROI_0117_15_02__S2A_MSIL2A_20220309T152641_R025_T17LQL_20220513T051332.tif;1;;;;;
D:\dataset\v6\input\ROI_0118_02_01__S2B_MSIL2A_20181210T152629_R025_T17LQK_20201008T090346.tif;1;;;;;
D:\dataset\v6\input\ROI_0118_02_02__S2B_MSIL2A_20181210T152629_R025_T17LQK_20201008T090346.tif;1;;;;;
D:\dataset\v6\input\ROI_0118_03_01__S2A_MSIL2A_20190104T152631_R025_T17LQK_20201007T224219.tif;1;;;;;
D:\dataset\v6\input\ROI_0118_04_01__S2A_MSIL2A_20190203T152641_R025_T17LQK_20201007T134047.tif;1;;;;;
D:\dataset\v6\input\ROI_0118_06_01__S2A_MSIL2A_20190305T152631_R025_T17LQK_20201030T161016.tif;0;;;;;
D:\dataset\v6\input\ROI_0118_06_03__S2A_MSIL2A_20190305T152631_R025_T17LQK_20201030T161016.tif;0;;;;;
D:\dataset\v6\input\ROI_0118_07_01__S2B_MSIL2A_20191105T152639_R025_T17LQK_20201003T133004.tif;1;;;;;
D:\dataset\v6\input\ROI_0118_07_02__S2B_MSIL2A_20191105T152639_R025_T17LQK_20201003T133004.tif;1;;;;;
D:\dataset\v6\input\ROI_0118_07_03__S2B_MSIL2A_20191105T152639_R025_T17LQK_20201003T133004.tif;0;;;;;
D:\dataset\v6\input\ROI_0118_08_01__S2A_MSIL2A_20191230T152631_R025_T17LQK_20201003T111617.tif;1;;;;;
D:\dataset\v6\input\ROI_0118_08_02__S2A_MSIL2A_20191230T152631_R025_T17LQK_20201003T111617.tif;1;;;;;
D:\dataset\v6\input\ROI_0118_09_01__S2A_MSIL2A_20200428T152641_R025_T17LQK_20200922T104829.tif;1;;;;;
D:\dataset\v6\input\ROI_0118_09_02__S2A_MSIL2A_20200428T152641_R025_T17LQK_20200922T104829.tif;1;;;;;
D:\dataset\v6\input\ROI_0118_09_03__S2A_MSIL2A_20200428T152641_R025_T17LQK_20200922T104829.tif;1;;;;;
D:\dataset\v6\input\ROI_0118_10_01__S2B_MSIL2A_20210217T152639_R025_T17LQK_20210219T085505.tif;1;;;;;
D:\dataset\v6\input\ROI_0118_10_03__S2B_MSIL2A_20210217T152639_R025_T17LQK_20210219T085505.tif;1;;;;;
D:\dataset\v6\input\ROI_0118_11_01__S2A_MSIL2A_20210523T152641_R025_T17LQK_20210605T154051.tif;1;;;;;
D:\dataset\v6\input\ROI_0118_11_03__S2A_MSIL2A_20210523T152641_R025_T17LQK_20210605T154051.tif;1;;;;;
D:\dataset\v6\input\ROI_0118_12_01__S2B_MSIL2A_20211114T152639_R025_T17LQK_20211115T032018.tif;0;;;;;
D:\dataset\v6\input\ROI_0118_12_02__S2B_MSIL2A_20211114T152639_R025_T17LQK_20211115T032018.tif;0;;;;;
D:\dataset\v6\input\ROI_0118_13_01__S2B_MSIL2A_20211224T152639_R025_T17LQK_20211225T051750.tif;1;;;;;
D:\dataset\v6\input\ROI_0118_13_02__S2B_MSIL2A_20211224T152639_R025_T17LQK_20211225T051750.tif;1;;;;;
D:\dataset\v6\input\ROI_0118_13_03__S2B_MSIL2A_20211224T152639_R025_T17LQK_20211225T051750.tif;1;;;;;
D:\dataset\v6\input\ROI_0118_14_01__S2B_MSIL2A_20220811T152639_R025_T17LQK_20220812T111452.tif;1;;;;;
D:\dataset\v6\input\ROI_0118_14_02__S2B_MSIL2A_20220811T152639_R025_T17LQK_20220812T111452.tif;0;;;;;
D:\dataset\v6\input\ROI_0119_01_03__S2A_MSIL2A_20180429T152641_R025_T17LQK_20201026T081252.tif;0;;;;;
D:\dataset\v6\input\ROI_0119_02_02__S2A_MSIL2A_20181006T152641_R025_T17LQK_20201009T084313.tif;1;;;;;
D:\dataset\v6\input\ROI_0119_02_03__S2A_MSIL2A_20181006T152641_R025_T17LQK_20201009T084313.tif;1;;;;;
D:\dataset\v6\input\ROI_0119_02_04__S2A_MSIL2A_20181006T152641_R025_T17LQK_20201009T084313.tif;1;;;;;
D:\dataset\v6\input\ROI_0119_03_03__S2B_MSIL2A_20181031T152639_R025_T17LQK_20201009T171526.tif;1;;;;;
D:\dataset\v6\input\ROI_0119_03_04__S2B_MSIL2A_20181031T152639_R025_T17LQK_20201009T171526.tif;1;;;;;
D:\dataset\v6\input\ROI_0119_04_02__S2A_MSIL2A_20190203T152641_R025_T17LQK_20201007T134047.tif;1;;;;;
D:\dataset\v6\input\ROI_0119_04_04__S2A_MSIL2A_20190203T152641_R025_T17LQK_20201007T134047.tif;1;;;;;
D:\dataset\v6\input\ROI_0119_05_02__S2A_MSIL2A_20190404T152641_R025_T17LQK_20201006T220353.tif;1;;;;;
D:\dataset\v6\input\ROI_0119_05_03__S2A_MSIL2A_20190404T152641_R025_T17LQK_20201006T220353.tif;1;;;;;
D:\dataset\v6\input\ROI_0119_06_02__S2A_MSIL2A_20190822T152641_R025_T17LQK_20201005T032711.tif;1;;;;;
D:\dataset\v6\input\ROI_0119_06_03__S2A_MSIL2A_20190822T152641_R025_T17LQK_20201005T032711.tif;1;;;;;
D:\dataset\v6\input\ROI_0119_06_04__S2A_MSIL2A_20190822T152641_R025_T17LQK_20201005T032711.tif;1;;;;;
D:\dataset\v6\input\ROI_0119_07_02__S2B_MSIL2A_20191016T152639_R025_T17LQK_20201004T030612.tif;1;;;;;
D:\dataset\v6\input\ROI_0119_07_03__S2B_MSIL2A_20191016T152639_R025_T17LQK_20201004T030612.tif;0;;;;;
D:\dataset\v6\input\ROI_0119_07_04__S2B_MSIL2A_20191016T152639_R025_T17LQK_20201004T030612.tif;1;;;;;
D:\dataset\v6\input\ROI_0119_08_02__S2A_MSIL2A_20200218T152631_R025_T17LQK_20200929T193257.tif;1;;;;;
D:\dataset\v6\input\ROI_0119_08_03__S2A_MSIL2A_20200218T152631_R025_T17LQK_20200929T193257.tif;1;;;;;
D:\dataset\v6\input\ROI_0119_09_02__S2B_MSIL2A_20200403T152639_R025_T17LQK_20200924T214704.tif;0;;;;;
D:\dataset\v6\input\ROI_0119_09_03__S2B_MSIL2A_20200403T152639_R025_T17LQK_20200924T214704.tif;1;;;;;
D:\dataset\v6\input\ROI_0119_09_04__S2B_MSIL2A_20200403T152639_R025_T17LQK_20200924T214704.tif;1;;;;;
D:\dataset\v6\input\ROI_0119_10_02__S2A_MSIL2A_20200607T152651_R025_T17LQK_20200826T115408.tif;1;;;;;
D:\dataset\v6\input\ROI_0119_10_03__S2A_MSIL2A_20200607T152651_R025_T17LQK_20200826T115408.tif;1;;;;;
D:\dataset\v6\input\ROI_0119_10_04__S2A_MSIL2A_20200607T152651_R025_T17LQK_20200826T115408.tif;1;;;;;
D:\dataset\v6\input\ROI_0119_11_03__S2A_MSIL2A_20200925T152641_R025_T17LQK_20200926T221627.tif;1;;;;;
D:\dataset\v6\input\ROI_0119_11_04__S2A_MSIL2A_20200925T152641_R025_T17LQK_20200926T221627.tif;1;;;;;
D:\dataset\v6\input\ROI_0119_12_02__S2A_MSIL2A_20201025T152641_R025_T17LQK_20201030T024008.tif;1;;;;;
D:\dataset\v6\input\ROI_0119_12_03__S2A_MSIL2A_20201025T152641_R025_T17LQK_20201030T024008.tif;1;;;;;
D:\dataset\v6\input\ROI_0119_12_04__S2A_MSIL2A_20201025T152641_R025_T17LQK_20201030T024008.tif;1;;;;;
D:\dataset\v6\input\ROI_0119_13_02__S2B_MSIL2A_20201129T152639_R025_T17LQK_20201219T222555.tif;1;;;;;
D:\dataset\v6\input\ROI_0119_13_03__S2B_MSIL2A_20201129T152639_R025_T17LQK_20201219T222555.tif;1;;;;;
D:\dataset\v6\input\ROI_0119_13_04__S2B_MSIL2A_20201129T152639_R025_T17LQK_20201219T222555.tif;1;;;;;
D:\dataset\v6\input\ROI_0119_14_02__S2A_MSIL2A_20210930T152641_R025_T17LQK_20211002T011855.tif;1;;;;;
D:\dataset\v6\input\ROI_0119_14_03__S2A_MSIL2A_20210930T152641_R025_T17LQK_20211002T011855.tif;1;;;;;
D:\dataset\v6\input\ROI_0119_14_04__S2A_MSIL2A_20210930T152641_R025_T17LQK_20211002T011855.tif;1;;;;;
D:\dataset\v6\input\ROI_0119_15_02__S2B_MSIL2A_20220423T152639_R025_T17LQK_20220424T100355.tif;1;;;;;
D:\dataset\v6\input\ROI_0119_15_04__S2B_MSIL2A_20220423T152639_R025_T17LQK_20220424T100355.tif;1;;;;;
D:\dataset\v6\input\ROI_0121_01_03__S2A_MSIL2A_20190822T152641_R025_T17LRL_20201005T032716.tif;1;;;;;
D:\dataset\v6\input\ROI_0121_02_03__S2B_MSIL2A_20200324T152639_R025_T17LRL_20201018T190534.tif;1;;;;;
D:\dataset\v6\input\ROI_0121_03_03__S2B_MSIL2A_20200712T152639_R025_T17LRL_20200912T234047.tif;1;;;;;
D:\dataset\v6\input\ROI_0121_04_03__S2B_MSIL2A_20210217T152639_R025_T17LRL_20210219T090243.tif;0;;;;;
D:\dataset\v6\input\ROI_0121_05_03__S2A_MSIL2A_20210712T152641_R025_T17LRL_20210713T090045.tif;1;;;;;
D:\dataset\v6\input\ROI_0121_06_03__S2B_MSIL2A_20210727T152639_R025_T17LRL_20210728T032147.tif;1;;;;;
D:\dataset\v6\input\ROI_0121_08_03__S2B_MSIL2A_20220123T152639_R025_T17LRL_20220124T091110.tif;1;;;;;
D:\dataset\v6\input\ROI_0122_02_01__S2B_MSIL2A_20191225T152639_R025_T17LRL_20201003T093539.tif;0;;;;;
D:\dataset\v6\input\ROI_0122_05_01__S2B_MSIL2A_20210217T152639_R025_T17LRL_20210219T090243.tif;0;;;;;
D:\dataset\v6\input\ROI_0122_05_03__S2B_MSIL2A_20210217T152639_R025_T17LRL_20210219T090243.tif;0;;;;;
D:\dataset\v6\input\ROI_0122_08_01__S2B_MSIL2A_20220123T152639_R025_T17LRL_20220124T091110.tif;0;;;;;
D:\dataset\v6\input\ROI_0123_01_03__S2A_MSIL2A_20180419T152641_R025_T17LRJ_20201013T000048.tif;1;;;;;
D:\dataset\v6\input\ROI_0123_01_04__S2A_MSIL2A_20180419T152641_R025_T17LRJ_20201013T000048.tif;1;;;;;
D:\dataset\v6\input\ROI_0123_02_01__S2B_MSIL2A_20180603T152639_R025_T17LRJ_20210517T034234.tif;1;;;;;
D:\dataset\v6\input\ROI_0123_02_03__S2B_MSIL2A_20180603T152639_R025_T17LRJ_20210517T034234.tif;1;;;;;
D:\dataset\v6\input\ROI_0123_03_03__S2B_MSIL2A_20181210T152629_R025_T17LRJ_20201008T090349.tif;1;;;;;
D:\dataset\v6\input\ROI_0123_03_04__S2B_MSIL2A_20181210T152629_R025_T17LRJ_20201008T090349.tif;0;;;;;
D:\dataset\v6\input\ROI_0123_04_03__S2B_MSIL2A_20191205T152639_R025_T17LRJ_20201003T011258.tif;0;;;;;
D:\dataset\v6\input\ROI_0123_05_03__S2B_MSIL2A_20200104T152639_R025_T17LRJ_20201002T225923.tif;1;;;;;
D:\dataset\v6\input\ROI_0123_06_01__S2A_MSIL2A_20200119T152631_R025_T17LRJ_20201002T204210.tif;1;;;;;
D:\dataset\v6\input\ROI_0123_06_03__S2A_MSIL2A_20200119T152631_R025_T17LRJ_20201002T204210.tif;1;;;;;
D:\dataset\v6\input\ROI_0123_07_03__S2B_MSIL2A_20200324T152639_R025_T17LRJ_20201018T190547.tif;1;;;;;
D:\dataset\v6\input\ROI_0123_08_03__S2B_MSIL2A_20200503T152639_R025_T17LRJ_20200920T094307.tif;0;;;;;
D:\dataset\v6\input\ROI_0123_08_04__S2B_MSIL2A_20200503T152639_R025_T17LRJ_20200920T094307.tif;1;;;;;
D:\dataset\v6\input\ROI_0123_09_03__S2B_MSIL2A_20201010T152639_R025_T17LRJ_20201028T132318.tif;1;;;;;
D:\dataset\v6\input\ROI_0123_10_03__S2A_MSIL2A_20210113T152641_R025_T17LRJ_20210115T055534.tif;1;;;;;
D:\dataset\v6\input\ROI_0123_11_03__S2A_MSIL2A_20210314T152641_R025_T17LRJ_20210315T021038.tif;1;;;;;
D:\dataset\v6\input\ROI_0123_11_04__S2A_MSIL2A_20210314T152641_R025_T17LRJ_20210315T021038.tif;1;;;;;
D:\dataset\v6\input\ROI_0123_12_03__S2B_MSIL2A_20211224T152639_R025_T17LRJ_20211225T055708.tif;0;;;;;
D:\dataset\v6\input\ROI_0123_12_04__S2B_MSIL2A_20211224T152639_R025_T17LRJ_20211225T055708.tif;1;;;;;
D:\dataset\v6\input\ROI_0123_13_03__S2B_MSIL2A_20220103T152639_R025_T17LRJ_20220104T094944.tif;1;;;;;
D:\dataset\v6\input\ROI_0123_13_04__S2B_MSIL2A_20220103T152639_R025_T17LRJ_20220104T094944.tif;1;;;;;
D:\dataset\v6\input\ROI_0123_14_01__S2A_MSIL2A_20220207T152641_R025_T17LRJ_20220220T220106.tif;0;;;;;
D:\dataset\v6\input\ROI_0123_14_03__S2A_MSIL2A_20220207T152641_R025_T17LRJ_20220220T220106.tif;1;;;;;
D:\dataset\v6\input\ROI_0123_15_01__S2B_MSIL2A_20220212T152639_R025_T17LRJ_20220222T095451.tif;1;;;;;
D:\dataset\v6\input\ROI_0123_15_03__S2B_MSIL2A_20220212T152639_R025_T17LRJ_20220222T095451.tif;0;;;;;
D:\dataset\v6\input\ROI_0124_02_04__S2A_MSIL2A_20200329T152641_R025_T18LTP_20201020T191544.tif;0;;;;;
D:\dataset\v6\input\ROI_0124_03_04__S2B_MSIL2A_20200403T152639_R025_T18LTP_20200924T214726.tif;0;;;;;
D:\dataset\v6\input\ROI_0124_04_04__S2B_MSIL2A_20200423T152639_R025_T18LTP_20200921T202156.tif;1;;;;;
D:\dataset\v6\input\ROI_0124_05_04__S2B_MSIL2A_20210508T152639_R025_T18LTP_20210509T122441.tif;1;;;;;
D:\dataset\v6\input\ROI_0124_07_04__S2A_MSIL2A_20220319T152641_R025_T18LTP_20220320T010541.tif;1;;;;;
D:\dataset\v6\input\ROI_0125_02_04__S2A_MSIL2A_20190305T152631_R025_T18LTP_20201030T161038.tif;1;;;;;
D:\dataset\v6\input\ROI_0125_04_03__S2B_MSIL2A_20200413T152639_R025_T18LTP_20200923T095842.tif;1;;;;;
D:\dataset\v6\input\ROI_0125_04_04__S2B_MSIL2A_20200413T152639_R025_T18LTP_20200923T095842.tif;1;;;;;
D:\dataset\v6\input\ROI_0125_06_04__S2A_MSIL2A_20210314T152641_R025_T18LTP_20210315T025509.tif;1;;;;;
D:\dataset\v6\input\ROI_0125_08_03__S2A_MSIL2A_20220319T152641_R025_T18LTP_20220320T010541.tif;0;;;;;
D:\dataset\v6\input\ROI_0125_08_04__S2A_MSIL2A_20220319T152641_R025_T18LTP_20220320T010541.tif;0;;;;;
D:\dataset\v6\input\ROI_0126_02_04__S2B_MSIL2A_20181210T152629_R025_T18LTP_20201008T090351.tif;1;;;;;
D:\dataset\v6\input\ROI_0126_04_03__S2B_MSIL2A_20200324T152639_R025_T18LTP_20201018T190537.tif;1;;;;;
D:\dataset\v6\input\ROI_0126_04_04__S2B_MSIL2A_20200324T152639_R025_T18LTP_20201018T190537.tif;1;;;;;
D:\dataset\v6\input\ROI_0126_05_03__S2B_MSIL2A_20200423T152639_R025_T18LTP_20200921T202156.tif;1;;;;;
D:\dataset\v6\input\ROI_0126_05_04__S2B_MSIL2A_20200423T152639_R025_T18LTP_20200921T202156.tif;0;;;;;
D:\dataset\v6\input\ROI_0126_06_04__S2A_MSIL2A_20200428T152641_R025_T18LTP_20200922T104857.tif;0;;;;;
D:\dataset\v6\input\ROI_0126_07_03__S2B_MSIL2A_20200503T152639_R025_T18LTP_20200920T094323.tif;0;;;;;
D:\dataset\v6\input\ROI_0126_07_04__S2B_MSIL2A_20200503T152639_R025_T18LTP_20200920T094323.tif;0;;;;;
D:\dataset\v6\input\ROI_0126_08_04__S2B_MSIL2A_20201010T152639_R025_T18LTP_20201028T132907.tif;1;;;;;
D:\dataset\v6\input\ROI_0126_09_04__S2B_MSIL2A_20210217T152639_R025_T18LTP_20210219T082221.tif;0;;;;;
D:\dataset\v6\input\ROI_0126_10_04__S2B_MSIL2A_20220103T152639_R025_T18LTP_20220104T101932.tif;1;;;;;
D:\dataset\v6\input\ROI_0127_01_01__S2B_MSIL2A_20180315T152629_R025_T18LTP_20201013T093200.tif;0;;;;;
D:\dataset\v6\input\ROI_0127_02_02__S2A_MSIL2A_20180419T152641_R025_T18LTP_20201013T000050.tif;0;;;;;
D:\dataset\v6\input\ROI_0127_03_01__S2B_MSIL2A_20180424T152639_R025_T18LTP_20201013T021734.tif;0;;;;;
D:\dataset\v6\input\ROI_0127_03_04__S2B_MSIL2A_20180424T152639_R025_T18LTP_20201013T021734.tif;1;;;;;
D:\dataset\v6\input\ROI_0127_04_02__S2B_MSIL2A_20190519T152649_R025_T18LTP_20201006T161707.tif;1;;;;;
D:\dataset\v6\input\ROI_0127_05_01__S2B_MSIL2A_20190608T152649_R025_T18LTP_20201005T234836.tif;0;;;;;
D:\dataset\v6\input\ROI_0127_05_02__S2B_MSIL2A_20190608T152649_R025_T18LTP_20201005T234836.tif;1;;;;;
D:\dataset\v6\input\ROI_0127_05_04__S2B_MSIL2A_20190608T152649_R025_T18LTP_20201005T234836.tif;1;;;;;
D:\dataset\v6\input\ROI_0127_06_01__S2B_MSIL2A_20191205T152639_R025_T18LTP_20201003T011257.tif;0;;;;;
D:\dataset\v6\input\ROI_0127_07_02__S2A_MSIL2A_20191230T152631_R025_T18LTP_20201003T111516.tif;1;;;;;
D:\dataset\v6\input\ROI_0127_07_04__S2A_MSIL2A_20191230T152631_R025_T18LTP_20201003T111516.tif;1;;;;;
D:\dataset\v6\input\ROI_0127_08_02__S2B_MSIL2A_20200114T152639_R025_T18LTP_20201002T184355.tif;1;;;;;
D:\dataset\v6\input\ROI_0127_08_03__S2B_MSIL2A_20200114T152639_R025_T18LTP_20201002T184355.tif;0;;;;;
D:\dataset\v6\input\ROI_0127_08_04__S2B_MSIL2A_20200114T152639_R025_T18LTP_20201002T184355.tif;1;;;;;
D:\dataset\v6\input\ROI_0127_09_02__S2B_MSIL2A_20200413T152639_R025_T18LTP_20200923T095842.tif;1;;;;;
D:\dataset\v6\input\ROI_0127_09_04__S2B_MSIL2A_20200413T152639_R025_T18LTP_20200923T095842.tif;1;;;;;
D:\dataset\v6\input\ROI_0127_10_02__S2B_MSIL2A_20200423T152639_R025_T18LTP_20200921T202156.tif;1;;;;;
D:\dataset\v6\input\ROI_0127_10_04__S2B_MSIL2A_20200423T152639_R025_T18LTP_20200921T202156.tif;1;;;;;
D:\dataset\v6\input\ROI_0127_12_02__S2A_MSIL2A_20200925T152641_R025_T18LTP_20200926T221612.tif;1;;;;;
D:\dataset\v6\input\ROI_0127_12_04__S2A_MSIL2A_20200925T152641_R025_T18LTP_20200926T221612.tif;1;;;;;
D:\dataset\v6\input\ROI_0127_13_04__S2B_MSIL2A_20201020T152639_R025_T18LTP_20201021T172628.tif;1;;;;;
D:\dataset\v6\input\ROI_0127_14_02__S2B_MSIL2A_20201119T152639_R025_T18LTP_20201121T031257.tif;0;;;;;
D:\dataset\v6\input\ROI_0127_15_01__S2B_MSIL2A_20210108T152639_R025_T18LTP_20210109T065439.tif;0;;;;;
D:\dataset\v6\input\ROI_0127_15_02__S2B_MSIL2A_20210108T152639_R025_T18LTP_20210109T065439.tif;1;;;;;
D:\dataset\v6\input\ROI_0127_15_04__S2B_MSIL2A_20210108T152639_R025_T18LTP_20210109T065439.tif;1;;;;;
D:\dataset\v6\input\ROI_0127_16_02__S2A_MSIL2A_20210930T152641_R025_T18LTP_20211002T015047.tif;1;;;;;
D:\dataset\v6\input\ROI_0127_16_04__S2A_MSIL2A_20210930T152641_R025_T18LTP_20211002T015047.tif;1;;;;;
D:\dataset\v6\input\ROI_0128_01_01__S2B_MSIL2A_20181210T152629_R025_T18LTP_20201008T090351.tif;1;;;;;
D:\dataset\v6\input\ROI_0128_01_03__S2B_MSIL2A_20181210T152629_R025_T18LTP_20201008T090351.tif;0;;;;;
D:\dataset\v6\input\ROI_0128_02_03__S2A_MSIL2A_20190104T152631_R025_T18LTP_20201007T224223.tif;0;;;;;
